games
avg_rating,geek_rating,name,price,rank,voting,year
8.03,5.577,Heroes of Normandie: The Tactical Card Game,,7285,46,2019
7.72,5.577,Green Box of Games,,7286,49,2016
6.7,5.577,Great War at Sea: U.S. Navy Plan Orange,,7287,101,1998
6.34,5.577,RoboRama,,7288,124,2014
7.97,5.577,"Mrs Thatcher's War: The Falklands, 1982",,7289,49,2017
7.47,5.577,The African Campaign: Designer Signature Edition,,7290,55,2017
6.15,5.577,Klickado,,7291,178,2008
6.19,5.577,Twins,,7292,172,1996
6.71,5.577,Corunea,,7293,113,2008
7.73,5.577,Citadel: The Battle of Dien Bien Phu,,7294,57,1977
6.09,5.577,Fast Forward: FORTUNE,,7295,177,2018
7.48,5.577,1918: Brother Against Brother,,7296,53,2018
7.38,5.577,Inception: Solo card game,,7297,51,2012
7.2,5.577,The Three Days of Gettysburg (second edition),,7298,63,2000
5.95,5.577,Tile Chess,,7299,238,1999
7.43,5.577,Syracuse (415/413 av. J.-C.),,7300,64,2012
6.34,5.577,Gods' Gambit,,7301,143,2014
6.88,5.576,Roman Civil War,,7302,78,1993
6.19,5.576,Transformers Armada:  Battle for Cybertron,,7303,178,2003
7.08,5.576,All Things Zombie,,7304,73,2005
7.29,5.576,Storming the Reich,,7305,57,2010
6.05,5.576,The Doom That Came To Atlantic City,,7306,291,2013
6.34,5.576,Multiplayer Pentago,,7307,130,2009
6.12,5.576,Ikonikus,,7308,189,2013
7.57,5.576,Zagor: Odissea Americana,,7309,62,2016
7.09,5.576,Introduction to Advanced Dungeons & Dragons,,7310,78,1995
6.63,5.576,Rory's Story Cubes: Score,,7311,96,2014
7.66,5.576,Streets of Stalingrad,,7312,49,1979
6.35,5.576,Greyhounds,,7313,119,1985
6.68,5.576,ブレンドコーヒーラボ (Blend Coffee Lab.),,7314,82,2017
5.68,5.576,Fluxx,15.99,7315,14268,1997
8.22,5.576,International Cricket,,7316,40,1985
6.35,5.576,Bridgette,,7317,123,1970
6.18,5.576,Rush Hour,,7318,176,1981
6.79,5.576,Lino,,7319,79,2010
6.56,5.576,Krieg! World War II in Europe,,7320,108,1996
6.17,5.576,Duel Masters Trading Card Game,,7321,198,2004
7.34,5.576,Night Drop: 6 June 44,,7322,53,2012
7.01,5.576,"NATO, Nukes & Nazis",,7323,69,1990
7.74,5.576,Washington's Crossing,,7324,49,2012
6.64,5.576,Caminos,,7325,85,2010
6.09,5.576,Jungle Jam,,7326,214,2000
6.61,5.576,Campaign Trail,,7327,104,1983
6.16,5.576,Sinai,,7328,200,1973
8.3,5.576,Dreamscape,,7329,56,2019
6.83,5.576,Regnum Angelica,,7330,113,2014
7.07,5.576,Vorpals,,7331,68,2010
7.15,5.576,Nomic,,7332,66,1982
6.52,5.576,Goblins vs Zombies,,7333,104,2013
5.99,5.576,Carrier Strike!,,7334,264,1977
6.08,5.576,Age of Exploration,,7335,186,1994
7.48,5.576,Wings Over France,,7336,54,1992
7.32,5.576,BattleGoats,,7337,62,2016
6.72,5.576,Orc-lympics,,7338,81,2018
7.62,5.576,Spartacus Imperator,,7339,61,2011
6.64,5.575,Sponsio,,7340,106,2016
7.18,5.575,1812: The Cradle of Steam Railways,,7341,56,2011
6.91,5.575,Word Whimsy,,7342,84,2013
6.51,5.575,Dohdles!,,7343,103,2015
7.92,5.575,The Russo-Japanese War,,7344,43,2004
7.58,5.575,"La Bataille de France, 1940",,7345,64,2015
6.53,5.575,Slap .45,,7346,115,2015
7.79,5.575,Osmanli Harbi The Ottoman Fronts: 1914 to 1918,,7347,52,2009
6.01,5.575,Luxor,,7348,228,2001
6.28,5.575,Wanzen tanzen,,7349,137,2012
6.2,5.575,Leverage,,7350,182,1977
7.19,5.575,Torch,,7351,67,1985
6.52,5.575,Switching Tracks,,7352,96,2015
6.12,5.575,Würfelwurst,,7353,183,2012
5.72,5.575,Café International: Das Kartenspiel,,7354,764,2001
6.98,5.575,Austerlitz 20,,7355,67,2009
6.26,5.575,Haithabu,,7356,179,2015
6.14,5.575,Shiba Inu House,20,7357,177,2016
7.31,5.575,Rommel's War,,7358,62,1985
7.11,5.575,World War II: Barbarossa 1941,,7359,75,2010
6.27,5.575,Emergence: A Game of Teamwork and Deception,,7360,159,2016
6.19,5.575,Rapidough,,7361,181,1994
7.14,5.575,Bloody 110,,7362,64,1989
5.89,5.575,Giza,,7363,330,2005
5.9,5.575,Chez Cthulhu,19.99,7364,341,2010
6.05,5.575,Caligula,30,7365,209,2009
6.21,5.575,Rights,,7366,147,2015
6.54,5.575,Micro Space Empire,,7367,107,2011
8.68,5.575,Master of Wills,,7368,65,2017
5.92,5.575,Origins of World War II,,7369,394,1971
6.78,5.575,Palazzo Paletti,,7370,71,2001
5.84,5.575,Hameln,,7371,311,2006
6.58,5.575,Contract Rummy,,7372,98,1930
5.91,5.575,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,,7373,318,2001
6.06,5.575,Party Playoff,,7374,204,2008
6.98,5.575,Crisis: Korea 1995,,7375,74,1992
6.35,5.575,Fragile,,7376,132,2006
6.03,5.575,Space Junkyard,4.99,7377,224,2009
6.45,5.575,Cortes: Conquest of the Aztec Empire,,7378,110,1993
6.13,5.575,Dig Mars,,7379,179,2013
7.46,5.575,Road To Infamy,,7380,65,2016
6.69,5.575,Veto! Szlachecka Gra Karciana 2 edycja (2ed),,7381,88,2007
7.89,5.575,Dux Bellorum,,7382,51,2012
6.41,5.575,WarCry,,7383,137,2003
7.21,5.575,The Aztec Market,,7384,58,2009
6.67,5.575,Space Movers 2201,,7385,106,2015
6.12,5.574,TAJ,6.99,7386,188,2015
6.8,5.574,Keydom,,7387,76,1998
6.76,5.574,Shikoku,,7388,86,2018
6.27,5.574,Coup,,7389,131,1975
6.45,5.574,Team UP!,,7390,106,2018
7.55,5.574,Dragon Ball Super Card Game,,7391,60,2017
6.88,5.574,VOR: The Maelstrom,,7392,86,1999
6.69,5.574,Ahoy Treasures!,,7393,85,2006
8.3,5.574,Bushido,,7394,53,2011
7.11,5.574,Complots 2,,7395,64,2016
6.24,5.574,Guts of Glory,,7396,160,2012
6.24,5.574,Make You Gunfighters,,7397,155,2007
7.1,5.574,War of the Suns,,7398,56,2013
6.17,5.574,Chunky Fighters,,7399,193,2009
8.29,5.574,Maurice: War in an Age of Gentlemen and Philosophers – 1690-1790,,7400,37,2012
7.29,5.574,Stew,,7401,59,2018
6.19,5.574,Cabale,,7402,148,1999
6.6,5.574,Peter the Great,,7403,96,1983
6.64,5.574,Ave Cesar,,7404,95,2013
7.37,5.574,Sweet Spot,,7405,53,2017
6.56,5.574,Alien Menace,,7406,90,2011
6.72,5.574,"Bloody April: The Battle of Shiloh, 1862",,7407,87,1979
5.72,5.574,Fish Eat Fish,,7408,657,2003
7.3,5.574,Mothership: Tabletop Combat,,7409,109,2016
6.35,5.574,Match Madness,,7410,126,2016
6.88,5.574,Wanted 7,,7411,91,2017
5.97,5.574,Slavika,9.9,7412,461,2012
7.78,5.574,Guerra De Mitos II,,7413,64,2013
6.25,5.574,Balance Duels,,7414,149,2005
6.84,5.574,"Festung Europa: The Campaign for Western Europe, 1943-1945",,7415,75,2016
6.28,5.574,World War 5,,7416,133,2008
6.53,5.574,Smash Monster Rampage!,,7417,106,2010
5.73,5.574,Gold Digger,7,7418,646,1990
6.35,5.574,Sword Art Online Board Game: Sword of Fellows,,7419,133,2017
6.21,5.574,Formula E,,7420,155,2014
5.96,5.574,Traverse,,7421,243,1987
8.18,5.574,Montmirail and Vauchamps 1814,,7422,36,2014
6.59,5.574,Foragers,,7423,104,2016
5.69,5.574,Frag,34.99,7424,1835,2001
6.05,5.574,Tea Time,,7425,188,2012
5.76,5.574,The Walking Dead: The Board Game,39.99,7426,1000,2011
7.14,5.574,The Great Game,,7427,66,2018
8.29,5.574,Arkon,,7428,121,2018
7.71,5.574,Ravage: Dungeons of Plunder,,7429,55,2018
6.45,5.574,Czas Honoru: Operacja Most III,,7430,114,2013
6.21,5.574,Time is Money,,7431,148,2003
7.38,5.574,The Schlieffen Plan,,7432,62,1997
5.97,5.574,Unicorn Glitterluck,,7433,287,2014
5.93,5.574,Caravelas,,7434,312,2010
6.17,5.574,The Red Dragon Inn: Gambling? I'm In!,,7435,238,2010
8.37,5.574,Gruff: Rage of the Trolls,,7436,59,2017
7.33,5.574,Gato Leader,38.75,7437,63,2016
6.92,5.574,Semper Fi!,,7438,81,1997
7.36,5.574,Cold War Commander,,7439,53,2006
6.85,5.574,Munchkin Christmas Lite,,7440,83,2015
6.34,5.574,Stak Bots,,7441,156,2013
5.94,5.574,Trivial Pursuit DVD: Star Wars Saga Edition,,7442,344,2005
7.99,5.573,Wild West Exodus,,7443,46,2013
6.52,5.573,Lincoln's War,,7444,93,2013
7.48,5.573,Marengo 1800,,7445,60,2000
6.37,5.573,Stworze,,7446,213,2017
6.9,5.573,Don Capollo,,7447,89,2013
6.83,5.573,Medieval,,7448,83,2018
6.61,5.573,Hougoumont,,7449,97,1991
6.82,5.573,Anno Domini: Wissenschaft & Forschung,,7450,70,2014
7.79,5.573,Lock 'n Load Tactical: Heroes of the Falklands,,7451,42,2015
6.11,5.573,Farfalia,,7452,172,2004
7.46,5.573,Flames of War: Open Fire!,,7453,61,2012
6.13,5.573,SOW,,7454,162,2017
5.78,5.573,Ramses II,,7455,486,1997
6.29,5.573,Encounters: Shadowrun,,7456,138,2016
7.65,5.573,Tannenberg: Eagles in the East / Galicia: The Forgotten Cauldron,,7457,57,1999
5.77,5.573,Carnival,,7458,490,2011
7.99,5.573,Edge of Darkness,,7459,65,2019
5.94,5.573,Tales & Games: Little Red Riding Hood,,7460,301,2015
5.68,5.573,Rack-O,12.5,7461,2235,1956
6.61,5.573,Disaster on Everest,,7462,88,2010
5.98,5.573,Parts Unknown,,7463,231,1999
6.27,5.573,Pressure Cooker,,7464,126,2014
5.71,5.573,The Reef,,7465,712,2000
7.81,5.573,Tank Chess,,7466,52,2016
6.76,5.573,Kulikovo 1380: The Golden Horde,,7467,81,2006
6.81,5.573,OutLawed!,,7468,88,2017
7.7,5.573,Chimera & More,,7469,43,2017
8.16,5.573,Minerals,,7470,42,2018
5.93,5.573,Arcadia,,7471,257,2015
6.16,5.573,The Conquerors: Alexander the Great,,7472,177,2006
7.14,5.573,Dirigible Disaster,,7473,80,2013
7.02,5.573,U.S. Telegraph,,7474,68,2018
7.47,5.573,Trenchzone,,7475,65,2010
7.34,5.573,Cuba: The Splendid Little War,,7476,58,2013
7.19,5.573,New Corp Order,,7477,66,2018
6.61,5.573,Kaliko,,7478,87,1968
6.01,5.573,Trivial Pursuit: World of Harry Potter,,7479,239,2014
6.22,5.573,Dicke Kartoffeln,,7480,150,1989
5.77,5.573,Coloretto Amazonas,,7481,502,2005
6.3,5.573,Wok on Fire,,7482,132,2015
5.98,5.573,Loch Ness,,7483,229,2010
7.94,5.573,Guerra De Mitos III,,7484,57,2013
7.39,5.573,Against All Odds,,7485,57,2003
6.03,5.573,Sid Meier's Civilization: The Card Game,,7486,234,2006
6.33,5.573,10 Negritos,,7487,136,2014
7.41,5.573,Arkham Noir: Collector Case #1 – The Real Leeds,,7488,49,2017
6.01,5.573,Heckmeck Junior,,7489,200,2010
7.53,5.573,All Quiet on the Western Front,,7490,55,1997
6.46,5.573,Pick 'N' Choose,,7491,111,2010
5.87,5.573,Tal der Abenteuer: Die Schatzsuche im Himalaja,,7492,284,2006
7.25,5.573,Yokai Septet,,7493,53,2018
7.07,5.573,Conan Collectible Card Game,,7494,108,2006
6.8,5.573,Festo!,,7495,79,2018
5.96,5.573,"Warhammer 40,000 Collectible Card Game",,7496,265,2001
7.21,5.573,Tag City,,7497,67,2018
6.57,5.573,The Sands of War,,7498,96,1991
7.15,5.573,Button Soccer,,7499,60,1911
6.16,5.573,Minion Hunter,,7500,194,1992
6.08,5.571,Anno 1452,,7601,184,1999
7.18,5.571,Black Sea Black Death,,7602,57,1982
6.43,5.571,Off Your Rocker,,7603,121,2012
7.13,5.571,18West,,7604,54,2007
6.16,5.571,Miss Poutine,,7605,154,2009
6.81,5.571,Baby Clues,,7606,80,2016
7.11,5.571,Grifters: Nexus,,7607,59,2018
7.17,5.57,Battleground Fantasy Warfare: Orc Army,,7608,58,2005
7.57,5.57,"Circle of Fire: The Siege of Cholm, 1942",,7609,46,2014
6.94,5.57,Corinth,,7610,72,2019
6.99,5.57,The Arduous Beginning,,7611,66,2009
6.48,5.57,The Broadway Game,,7612,118,1981
6.66,5.57,Boochie,,7613,80,2008
6.95,5.57,Rock'n Rodeo: Der Festivalmanager,,7614,68,2014
6.84,5.57,Dice Age: The Hunt,,7615,91,2017
6.57,5.57,Great War at Sea: Cruiser Warfare,,7616,90,2004
6.95,5.57,Jerusalem,,7617,62,1975
6.33,5.57,Chaostle,,7618,240,2011
6.04,5.57,"Bürger, Baumeister & Co.",,7619,172,2009
6.51,5.57,Hands,,7620,96,2015
6.78,5.57,Inchon: MacArthur's Gambit,,7621,77,1991
6.36,5.57,Autokrator,,7622,133,2012
6.45,5.57,Nature of the Beast: Farm vs. Forest,,7623,106,2005
6.14,5.57,TimeTripper,,7624,188,1980
6.98,5.57,VOLT,,7625,76,2018
5.82,5.57,Numeri,,7626,297,1998
6.83,5.57,Rolling Ranch,,7627,83,2019
6.79,5.57,SecuenzooS,,7628,77,2013
6.91,5.57,First to Fight,,7629,78,1998
6.81,5.57,Wordsearch,,7630,70,1988
6.29,5.57,Stage II,,7631,120,1985
6.16,5.57,Ravenous River,,7632,156,2016
6.51,5.57,Cosmic Kaboom,,7633,88,2016
5.84,5.57,Dungeon Dice,,7634,369,1977
7.58,5.57,The Siege of Orgun,,7635,44,2015
5.91,5.57,Space Maze,,7636,289,2011
6.58,5.57,Kaiju Crush,,7637,110,2017
6.43,5.57,Internal Affairs,,7638,120,2015
6.42,5.57,Aces High,,7639,116,1980
8.36,5.57,Ascension: Deliverance,,7640,30,2018
6.49,5.57,Rebel Nox,,7641,95,2018
6.52,5.57,Zark City,,7642,83,2008
5.75,5.57,Geek Out!,20.09,7643,733,2013
6.11,5.57,Top That!,,7644,178,2016
6.02,5.57,Flagship: Prometheus Unchained,,7645,183,2002
6.92,5.57,Rayguns and Rocketships,74.99,7646,112,2017
5.87,5.57,Skybridge,,7647,272,2006
6.91,5.57,Sissi!: Die Bohnenkaiserin,,7648,68,2013
5.97,5.57,Cat & Chocolate,,7649,227,2010
6.74,5.57,The Defense of Rorke's Drift,,7650,93,1991
6.1,5.57,Conquest of Speros,24.99,7651,167,2015
6.78,5.57,Panic Island!,,7652,82,2017
7.37,5.57,Triumphant Fox,,7653,56,1994
6.42,5.57,Star Trek Red Alert,,7654,106,2000
6.29,5.57,Dexikon,,7655,127,2015
7.38,5.57,Tadmor,,7656,59,2017
7.52,5.57,Aquarium,,7657,47,2015
6.73,5.57,Great War at Sea: U.S. Navy Plan Red,,7658,76,2002
6.8,5.57,Laska,,7659,82,1911
8.19,5.57,Horse & Musket: Dawn of an Era,,7660,48,2017
7.63,5.57,"Jackson at the Crossroads: Cross Keys & Port Republic, June 8-9, 1862",,7661,48,1981
7.13,5.57,La Révolution française: La patrie en danger 1790-1796,,7662,60,1995
6.28,5.57,Flip City: Wilderness,,7663,148,2017
7.27,5.57,Julian: Triumph Before the Storm,,7664,54,2010
8.4,5.57,Lock 'n Load Tactical: Heroes of the Motherland,,7665,39,2015
7.32,5.569,Holdfast: Atlantic 1939-45,,7666,50,2016
7.47,5.569,Magic Realm Light 30,,7667,47,2015
7.85,5.569,A.E.G.I.S.: Combining Robot Strategy Game,,7668,63,2018
7.01,5.569,Ember: the Magical Card Game,,7669,107,2016
7.16,5.569,3 Kings,,7670,75,2015
6.19,5.569,Word Basket,,7671,142,2002
8.05,5.569,Seize the Bean,,7672,51,2019
5.95,5.569,Ghost for Sale,,7673,238,2007
6.24,5.569,Ici Londres,,7674,123,2013
6.79,5.569,"Remember the Maine!: The Spanish-American War, 1898",,7675,84,1986
6.41,5.569,Glory II: Across the Rappahannock,,7676,127,2002
7.22,5.569,"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",,7677,60,1996
6.42,5.569,I Am Spartacus!,,7678,109,1992
7.63,5.569,1831,,7679,40,1996
7.04,5.569,Australian Railways,,7680,56,2004
6.42,5.569,1940,,7681,108,1980
6.23,5.569,Atak Zombie,,7682,174,2014
6.59,5.569,Oni,,7683,86,2014
5.81,5.569,Humans!!!,,7684,653,2008
6.41,5.569,TAIJI,,7685,107,2007
6.79,5.569,Tales & Games: Jack & the Beanstalk,,7686,74,2017
6.11,5.569,Spaghetti,,7687,173,2016
6.67,5.569,Operation Market Garden,,7688,91,1985
6.11,5.569,Forbidden Bridge,,7689,218,1992
7.2,5.569,Village of Legends,,7690,80,2017
5.87,5.569,The Mysterious Forest,29.99,7691,326,2016
6.21,5.569,Vampyre,,7692,170,1981
6.56,5.569,The Lonely Mountain,,7693,95,1984
6.47,5.569,¡Arriba España!,,7694,104,1997
6.91,5.569,Overlord,,7695,76,1973
6.88,5.569,Dragon Face,,7696,72,2011
6.76,5.569,Timeline: Québec,,7697,74,2015
6.26,5.569,Connect 4 Launchers,,7698,127,2011
8.1,5.569,By Fire and Sword,,7699,46,2009
6.45,5.569,"Kanev: Parachutes Across the Dnepr, September 23-26, 1943",,7700,108,1981
6.47,5.567,Video Game High School,,7801,125,2014
6.69,5.567,La Grande Armée,,7802,81,1972
5.86,5.567,Gum Gum Machine,,7803,278,2015
6.29,5.567,1914: Glory's End,,7804,116,1994
7.41,5.567,Morelli,,7805,57,2011
5.88,5.567,Tony & Tino,,7806,249,2002
6.65,5.567,Lose Your Shirt,,7807,80,1976
6.63,5.567,HINT,,7808,96,2015
5.98,5.567,Whitewater,34.99,7809,208,2012
5.88,5.567,Encore,,7810,364,1989
6.26,5.567,Up And Down,,7811,128,2005
6.14,5.567,Dschamál,,7812,147,2005
6.51,5.567,Bluff,,7813,94,1973
6.13,5.567,Dr. Microbe,,7814,147,2017
7.16,5.567,ElfBall,,7815,70,2007
6.28,5.567,"Jacob Marley, Esq.",,7816,118,2004
8.75,5.566,Aeon's End: The New Age,,7817,41,2019
6,5.566,Circus Maximus,,7818,194,2008
5.93,5.566,Knights of the Dinner Table: HACK!,,7819,261,2001
6.7,5.566,Red Parachutes: Soviet Airborne Assault Across the Dnepr,,7820,72,1995
5.93,5.566,Rukshuk,,7821,327,2006
6.14,5.566,Little Drop of Poison,,7822,167,2015
6.71,5.566,Yomi Starter Set: Grave versus Jaina,,7823,65,2016
7.1,5.566,Wilderness Empires,,7824,60,2015
7.48,5.566,Wartime: The Battle of Valyance Vale,,7825,52,2017
6.33,5.566,Rome & Carthage,,7826,131,1954
6.08,5.566,Gier,,7827,178,2017
7.03,5.566,Death Over The Kingdom,,7828,71,2017
6.88,5.566,Dampfross 2,,7829,62,1985
6.94,5.566,King Of The Hill: The Dwarf Throne,,7830,68,2016
6.54,5.566,Titans of Industry,,7831,93,2013
6.2,5.566,Traboulet,,7832,136,1997
7.61,5.566,Fall Of The Third Reich,,7833,45,2016
7.26,5.566,Expedite,45.99,7834,73,2012
6.23,5.566,Insecta,,7835,132,1995
6.41,5.566,Drôles de Zèbres,,7836,100,2004
6.36,5.566,Five Seals of Magic,,7837,146,2014
7.5,5.566,DeathBot Derby,,7838,64,2017
7.18,5.566,Dicium,,7839,63,2018
6.29,5.566,Zargos,,7840,126,1990
6.79,5.566,Apocalypse: The Game of Nuclear Devastation,,7841,67,1980
7.8,5.566,Squadron Strike,,7842,65,2008
6.8,5.566,Splut!,,7843,76,2009
6.29,5.566,Pisa,,7844,110,1999
6.79,5.566,Deadlands: The Great Rail Wars,,7845,74,1997
6.03,5.566,Thieves!,,7846,195,2015
6.58,5.566,Smokejumpers,,7847,83,1996
6.57,5.566,On The Cards,,7848,81,2011
7.31,5.566,The Cousins' War (second edition),,7849,45,2018
5.91,5.566,Wallamoppi,,7850,220,2005
6.31,5.566,Knight Hawks,,7851,135,1983
6.19,5.566,Kingpin,,7852,170,2009
6.17,5.566,Junkyard Races,,7853,138,2003
6.4,5.566,111: Alarm dla Warszawy,,7854,98,2013
7.89,5.566,Guerra de Mitos IV,,7855,53,2014
7.07,5.566,Crisis at Steamfall,,7856,73,2019
7.64,5.566,Dungeon Solitaire: Labyrinth of Souls,,7857,44,2016
7.11,5.566,Borodino: Napoleon in Russia 1812,67.48,7858,64,2012
7.9,5.566,Conflict of Alliances: Warring States,,7859,57,2011
5.67,5.566,Monopoly Express,12.99,7860,821,1991
7.13,5.566,Match Me!: What color is this?,,7861,53,2017
6.38,5.566,Fantastic Park,,7862,103,2017
6.22,5.566,Biergarten,,7863,128,2016
7.82,5.566,Medina de Rioseco 1808,,7864,41,2008
6.41,5.565,Blend Off!,,7865,103,2016
6.94,5.565,Unlock! In Pursuit of Cabrakan,,7866,57,2018
7.35,5.565,Vs System 2PCG: The Alien Battles,,7867,46,2016
5.76,5.565,Curses!,24.99,7868,526,2001
7.31,5.565,Islands of the Damned: Wake Island and Peleliu,,7869,47,2015
6.84,5.565,Star Trek Fluxx,,7870,68,2018
7.09,5.565,Suez '56: Anglo French Intervention in Egypt,,7871,54,2015
6.43,5.565,The Battle of Five Armies,,7872,97,1984
7.82,5.565,Into The Echoside,,7873,48,2016
7.26,5.565,Close Assault,,7874,52,1983
6.21,5.565,POW!,,7875,155,2016
7.9,5.565,Sergeants Miniatures Game: Red Devils,,7876,37,2013
5.81,5.565,1313 Dead End Drive,,7877,686,2002
5.81,5.565,Sherwood Forest,,7878,368,2009
6.27,5.565,Stonehenge,,7879,118,1994
7.61,5.565,Warzone: Universe Under Siege,,7880,47,2004
7.32,5.565,Arkham Noir: Case #2 – Called Forth By Thunder,,7881,48,2018
6.99,5.565,The Mediterranean,,7882,57,2005
6.26,5.565,Provincia Romana,54.99,7883,137,2014
8.3,5.565,Intelle,,7884,55,2017
8.08,5.565,Bloody Monday,,7885,36,2017
6.79,5.565,Empires at Sea,,7886,106,2016
6.53,5.565,Strike A Pose,,7887,87,2014
5.83,5.565,Corruption,,7888,328,2000
6.22,5.565,La Loire,,7889,119,2012
6.61,5.565,Pleasant Hill: The Red River Campaign,,7890,90,1986
7.36,5.565,Sagunto: The Battle for Valencia,,7891,49,1993
5.83,5.565,Flying Carpet,,7892,330,1987
7.55,5.565,Baseball Highlights: 2045 – Spring Training,,7893,39,2017
6.47,5.565,Der HeidelBÄR,,7894,86,2009
6.15,5.565,Mix It,,7895,133,2015
6.67,5.565,1895 Namibia,,7896,66,2004
6.11,5.565,Frischfleisch,,7897,146,1999
7.42,5.565,LED: Lógica – Estrategia – Deducción,,7898,52,2013
6.39,5.565,Lumis: Der Pfad des Feuers,,7899,95,2015
6.52,5.565,Crisis: Sinai 1973,,7900,92,1995
6.19,5.565,Schlacht am Buffet,,7901,124,2011
6.74,5.565,Lords of the Spanish Main,,7902,62,2006
6.64,5.565,The Nightmare Before Christmas TCG,,7903,85,2005
7.08,5.565,Encantados,,7904,64,2016
6.71,5.565,oddball Aeronauts 2: Double the Trouble,,7905,80,2015
6.97,5.565,Turbo Drift,,7906,63,2017
6.23,5.565,Greentown,,7907,119,2006
6.2,5.565,Fiery Dragons,,7908,141,2006
7.04,5.565,Random Encounters,,7909,86,2015
7.39,5.565,Skirmish Wars: Advance Tactics,,7910,66,2009
7.16,5.565,Kacper Ryx i Król Żebraków,,7911,61,2016
7.09,5.565,War Between The States (second edition),,7912,58,2004
7.76,5.565,Lost Battles:  Reconstructing the Great Clashes of the Ancient World,,7913,41,2007
6.77,5.565,Arvuutin,,7914,64,2010
5.99,5.565,Stalingrad,,7915,421,1963
5.84,5.565,Bosworth,,7916,352,1998
6.02,5.565,Infected,,7917,237,2017
6.68,5.565,"Iwo Jima: Valor of Arms, 19 Feb. – 25 March 1945",,7918,81,1983
6.88,5.565,Advanced Tobruk System Basic Game 1a: Screaming Eagles,,7919,66,2005
6.34,5.565,Days of Decision II,,7920,113,1994
7.77,5.565,Helsinki 1918: German Intervention to the Finnish Civil War,,7921,35,2018
7.2,5.565,"Winged Horse: Campaigns in Vietnam, 1965-66",,7922,58,2006
6.06,5.565,INWO SubGenius,,7923,202,1998
6.2,5.565,Infection Express,,7924,133,2009
6.5,5.565,Manno Monster,,7925,87,2013
6.37,5.565,Mistkäfer,,7926,94,2017
6.56,5.565,Kreuzwort,,7927,82,2013
7.76,5.565,Los Tesoros del Rey Pirata,,7928,67,2017
6.23,5.565,Zock 'n' Roll,,7929,122,2016
6.97,5.565,Marrakesh,,7930,57,1978
7.02,5.564,Perplexus Twist,,7931,56,2013
6.5,5.564,Spanish Main,,7932,94,1984
7.09,5.564,Palacio de Viana,,7933,52,2010
6.73,5.564,Patchwork Doodle,,7934,72,2019
6.93,5.564,Orient Express,,7935,63,2017
7.08,5.564,Warlord,,7936,64,2004
8.22,5.564,Wander: The Cult of Barnacle Bay,,7937,61,
7.39,5.564,Ragusa,,7938,53,2019
8.28,5.564,What A Tanker!,,7939,40,2018
7.17,5.564,MOD X,,7940,85,2012
7.13,5.564,Manaforge,,7941,57,2017
7.7,5.564,Big Trouble in Little China: The Game – Deluxe Edition,,7942,38,2018
5.87,5.564,Robin,,7943,284,2014
6.57,5.564,Dynamite Nurse,,7944,89,2011
6.47,5.564,Diceland: Ogre,,7945,97,2003
5.9,5.564,Candy Chaser,,7946,237,2013
6.59,5.564,Just in Time,,7947,77,2013
6.25,5.564,Black Hat,,7948,159,2015
6.5,5.564,Shogunate,,7949,89,2016
6.16,5.564,Tante Tarantel,,7950,130,1991
7.55,5.564,Battleground Fantasy Warfare: Dwarves of Runegard,,7951,43,2006
6.69,5.564,Saikoro,,7952,72,2007
6.4,5.564,Shop 'N Time,,7953,102,2017
6.19,5.564,Ocean Limbo,,7954,123,2011
7.25,5.564,Warriors of Jogu: Feint,,7955,63,2017
6.66,5.564,The Last King of Scotland,,7956,74,2011
6.54,5.564,Ortus,,7957,86,2013
6.94,5.564,Breaking the Chains: War in the South China Sea,,7958,70,2014
6.64,5.564,Coerceo,,7959,74,2011
6.73,5.564,Veritas,,7960,79,2013
6.18,5.564,Professor Pünschge,,7961,124,2008
6.02,5.564,Kendo,,7962,162,1976
6.04,5.564,SWAT!,,7963,175,2010
6.51,5.564,Dorasure,,7964,98,2014
7.07,5.564,College Basketball Dynasty,,7965,56,2008
6.64,5.564,Toddles-Bobbles,,7966,82,2010
5.98,5.564,Dune Express,,7967,214,2009
6.47,5.564,Case White,,7968,110,1977
6.68,5.564,Battlefold,,7969,90,2017
9.36,5.564,Court of the Dead: Mourners Call,,7970,53,2019
6.23,5.564,Bridgetown Races,,7971,118,2010
6.82,5.564,Red Steel: Clash Of Armor At Kishinev,,7972,66,1996
7.69,5.564,Serbia the Defiant / Romania: Transylvanian Gambit,,7973,45,2000
6.6,5.564,Nika,,7974,95,2014
6.8,5.564,Rescue Polar Bears,,7975,67,2016
6.26,5.563,Waldmeister,,7976,111,1994
8.13,5.563,Oosterbeek Perimeter,,7977,35,2006
7.64,5.563,The Battle of Adobe Walls,,7978,38,2013
7.41,5.563,DC Comics Deck-Building Game: Rivals – Green Lantern vs Sinestro,,7979,45,2018
7.69,5.563,Traveller Customizable Card Game: Two Player Starter Set,,7980,54,2017
5.76,5.563,Xactika,,7981,444,2002
6.76,5.563,EinStein würfelt nicht!,,7982,70,2004
7.12,5.563,The American Revolution: Decision in North America,,7983,55,2011
7.11,5.563,Badass Riders,,7984,104,2017
7.83,5.563,Bushido,,7985,45,2018
6.77,5.563,The Chosin Few,,7986,74,2016
6.33,5.563,Connections,,7987,99,2012
6.92,5.563,The War Game: World War II,,7988,83,2005
6.38,5.563,Dino Twist,,7989,105,2015
6.66,5.563,Ouro de Tolo,,7990,74,2011
